id,company_code,operating_concern,record_type,version,posting_period,fiscal_year,customer_id,material_id,sales_org,product_line,revenue_amount,cogs_amount,marketing_cost,sales_cost,currency,posting_date
1,1000,OP01,F,0,1,2023,C001013,MAT010030,SO01,ELECTRONICS,2958.92,-1527.74,-199.5820216704841,-130.1539303199185,USD,2023-01-09
2,1000,OP01,F,0,1,2023,C001026,MAT010158,SO01,INDUSTRIAL,73426.51,-32124.62,-4966.876882402786,-4793.840524321323,USD,2023-01-11
3,1000,OP01,F,0,1,2023,C001015,MAT010015,SO01,HEALTHCARE,7380.97,-3494.94,-497.0924048530999,-468.6195202143635,USD,2023-01-09
4,1000,OP01,F,0,1,2023,C001016,MAT010061,SO01,ELECTRONICS,31746.0,-19713.08,-2700.419847276231,-1556.916078155506,USD,2023-01-09
5,1000,OP01,F,0,1,2023,C001008,MAT010070,SO03,CONSUMER,39229.29,-18494.92,-3503.2180195805317,-1304.4757493247089,USD,2023-01-12
6,1000,OP01,F,0,1,2023,C001018,MAT010054,SO02,AUTOMOTIVE,3683.92,-1783.28,-215.3418224031761,-175.0664273142266,USD,2023-01-09
7,1000,OP01,F,0,1,2023,C001009,MAT010170,SO02,AUTOMOTIVE,7634.32,-3444.0,-645.8737588044746,-366.7425076131874,USD,2023-01-16
8,1000,OP01,F,0,1,2023,C001024,MAT010056,SO02,CONSUMER,1512.19,-1012.62,-96.45376007587188,-101.37019753678257,USD,2023-01-16
9,1000,OP01,F,0,1,2023,C001035,MAT010088,SO02,ELECTRONICS,50168.34,-32238.06,-2599.6657083201417,-3584.693030639982,USD,2023-01-16
10,1000,OP01,F,0,1,2023,C001005,MAT010144,SO01,INDUSTRIAL,59048.44,-32262.59,-5668.035263134075,-2221.7672799310108,USD,2023-01-16
11,1000,OP01,F,0,1,2023,C001033,MAT010120,SO02,HEALTHCARE,39587.18,-26083.25,-2406.178816593045,-2082.430180113189,USD,2023-01-13
12,1000,OP01,F,0,1,2023,C001007,MAT010131,SO02,INDUSTRIAL,110740.34,-53974.38,-10695.646893300145,-6022.659532187177,USD,2023-01-09
13,1000,OP01,F,0,1,2023,C001029,MAT010135,SO01,CONSUMER,4200.36,-1882.04,-365.8587059873272,-205.64823798920372,USD,2023-01-16
14,1000,OP01,F,0,1,2023,C001048,MAT010057,SO02,ELECTRONICS,127922.14,-69237.81,-7870.286672519736,-8583.941234236874,USD,2023-01-09
15,1000,OP01,F,0,1,2023,C001045,MAT010098,SO01,AUTOMOTIVE,70125.16,-39087.6,-6841.585914353424,-4945.060867385564,USD,2023-01-17
16,1000,OP01,F,0,1,2023,C001011,MAT010139,SO02,HEALTHCARE,157525.93,-80454.9,-13275.760082994968,-12208.115359761423,USD,2023-01-16
17,1000,OP01,F,0,1,2023,C001041,MAT010030,SO01,ELECTRONICS,11684.66,-6439.82,-842.9555277330549,-380.1072075174809,USD,2023-01-17
18,1000,OP01,F,0,1,2023,C001016,MAT010032,SO01,HEALTHCARE,28910.93,-16383.74,-2676.8692381325186,-2281.4457109049577,USD,2023-01-12
19,1000,OP01,F,0,1,2023,C001028,MAT010028,SO03,HEALTHCARE,5699.78,-3061.04,-442.0179279511253,-295.6859375551234,USD,2023-01-09
20,1000,OP01,F,0,1,2023,C001043,MAT010115,SO03,CONSUMER,140897.23,-64362.55,-12407.846842572177,-10192.954231431193,USD,2023-01-09
21,1000,OP01,F,0,1,2023,C001019,MAT010091,SO02,HEALTHCARE,44003.51,-27056.35,-2295.5275129532374,-2217.5871084880864,USD,2023-01-09
22,1000,OP01,F,0,1,2023,C001029,MAT010004,SO02,HEALTHCARE,46594.67,-30113.43,-3027.8139122791163,-3587.159754136905,USD,2023-01-09
23,1000,OP01,F,0,1,2023,C001048,MAT010072,SO02,AUTOMOTIVE,2395.96,-1476.65,-146.1236856410761,-154.6481495117309,USD,2023-01-11
24,1000,OP01,F,0,1,2023,C001002,MAT010021,SO02,CONSUMER,20577.91,-10731.18,-1403.7619118371229,-962.4752418422484,USD,2023-01-10
25,1000,OP01,F,0,1,2023,C001023,MAT010072,SO01,AUTOMOTIVE,1505.78,-1035.68,-95.0595936254605,-100.11740927415849,USD,2023-01-16
26,1000,OP01,F,0,1,2023,C001033,MAT010079,SO02,INDUSTRIAL,15588.34,-7804.69,-1553.2576863590282,-502.32899254605655,USD,2023-01-09
27,1000,OP01,F,0,1,2023,C001003,MAT010016,SO03,HEALTHCARE,1421.11,-798.57,-86.19135076914614,-70.8006818356514,USD,2023-01-16
28,1000,OP01,F,0,1,2023,C001014,MAT010046,SO02,HEALTHCARE,63584.22,-28213.14,-3800.4441108454557,-4725.537994539109,USD,2023-01-13
29,1000,OP01,F,0,1,2023,C001005,MAT010119,SO02,AUTOMOTIVE,104847.51,-58015.13,-7937.427176533616,-4905.823415363782,USD,2023-01-16
30,1000,OP01,F,0,1,2023,C001003,MAT010031,SO03,AUTOMOTIVE,18259.0,-10766.39,-1144.5499515311196,-619.9183930371445,USD,2023-01-11
31,1000,OP01,F,0,1,2023,C001041,MAT010156,SO02,ELECTRONICS,99648.29,-59285.73,-7040.626182922689,-4587.329430969964,USD,2023-01-16
32,1000,OP01,F,0,1,2023,C001003,MAT010096,SO02,HEALTHCARE,77100.08,-37235.83,-5151.77637038424,-2869.3885065940995,USD,2023-01-09
33,1000,OP01,F,0,1,2023,C001021,MAT010015,SO03,HEALTHCARE,9004.9,-5153.98,-597.4985251106516,-647.87305253427,USD,2023-01-12
34,1000,OP01,F,0,1,2023,C001032,MAT010102,SO01,AUTOMOTIVE,46989.28,-24486.26,-4250.27195200453,-3164.4331592014673,USD,2023-01-09
35,1000,OP01,F,0,1,2023,C001039,MAT010181,SO03,HEALTHCARE,79295.97,-48484.44,-5834.057980835051,-2462.691399522077,USD,2023-01-16
36,1000,OP01,F,0,1,2023,C001008,MAT010161,SO01,AUTOMOTIVE,18737.49,-12580.05,-1353.4519223985599,-1238.458706398955,USD,2023-01-11
37,1000,OP01,F,0,1,2023,C001029,MAT010085,SO01,HEALTHCARE,1455.32,-921.93,-110.50037323696847,-73.5660225328295,USD,2023-01-09
38,1000,OP01,F,0,1,2023,C001022,MAT010146,SO03,CONSUMER,123570.59,-73980.69,-7983.001535025809,-5477.668412312788,USD,2023-01-16
39,1000,OP01,F,0,1,2023,C001044,MAT010080,SO03,CONSUMER,37495.48,-18175.17,-3291.2758857290473,-1864.8072487318639,USD,2023-01-16
40,1000,OP01,F,0,1,2023,C001017,MAT010141,SO03,ELECTRONICS,81535.81,-42970.84,-4416.571169435629,-5302.609061287684,USD,2023-01-13
41,1000,OP01,F,0,1,2023,C001047,MAT010134,SO01,AUTOMOTIVE,5593.85,-3630.39,-292.6097909675078,-392.7061096535344,USD,2023-01-11
42,1000,OP01,F,0,1,2023,C001035,MAT010099,SO03,AUTOMOTIVE,1460.23,-942.62,-73.9416014783881,-115.71280969477465,USD,2023-01-17
43,1000,OP01,F,0,1,2023,C001028,MAT010071,SO02,CONSUMER,6078.77,-3414.09,-342.5189327858188,-245.58779745013723,USD,2023-01-09
44,1000,OP01,F,0,1,2023,C001047,MAT010165,SO03,INDUSTRIAL,45635.21,-30419.5,-3325.2440141253064,-1964.1992224064663,USD,2023-01-13
45,1000,OP01,F,0,1,2023,C001036,MAT010173,SO03,CONSUMER,3755.95,-2353.96,-312.3899093616585,-268.65750346059514,USD,2023-01-17
46,1000,OP01,F,0,1,2023,C001026,MAT010149,SO01,ELECTRONICS,169820.01,-113716.3,-9611.800306961104,-8974.412268719427,USD,2023-01-11
47,1000,OP01,F,0,1,2023,C001016,MAT010045,SO03,HEALTHCARE,12612.59,-6891.01,-1198.885283722739,-939.5194989532378,USD,2023-01-10
48,1000,OP01,F,0,1,2023,C001019,MAT010024,SO02,AUTOMOTIVE,32015.87,-13530.61,-1771.6931526020267,-2495.7261272770847,USD,2023-01-09
49,1000,OP01,F,0,1,2023,C001042,MAT010105,SO02,ELECTRONICS,16422.82,-9555.56,-1440.7242055048469,-1162.3327443926,USD,2023-01-16
50,1000,OP01,F,0,1,2023,C001014,MAT010054,SO02,AUTOMOTIVE,29558.76,-15527.53,-2753.013167879419,-2016.7814200952475,USD,2023-01-10
51,1000,OP01,F,0,1,2023,C001042,MAT010083,SO02,HEALTHCARE,1006.55,-582.75,-52.85709998207416,-35.969588712425114,USD,2023-01-10
52,1000,OP01,F,0,1,2023,C001021,MAT010002,SO03,HEALTHCARE,2068.18,-1253.93,-122.43391367551618,-163.28385493524564,USD,2023-01-16
53,1000,OP01,F,0,1,2023,C001000,MAT010115,SO03,CONSUMER,140995.1,-85204.89,-13163.295523524985,-10482.428944154835,USD,2023-01-12
54,1000,OP01,F,0,1,2023,C001014,MAT010009,SO03,ELECTRONICS,92175.25,-54970.53,-6657.558444606701,-5868.077223948604,USD,2023-01-11
55,1000,OP01,F,0,1,2023,C001002,MAT010141,SO01,ELECTRONICS,83162.21,-34437.29,-8000.691303718284,-3846.211152429072,USD,2023-01-13
56,1000,OP01,F,0,1,2023,C001005,MAT010068,SO01,AUTOMOTIVE,9730.86,-6452.14,-532.6658793484243,-526.1901716041659,USD,2023-01-09
57,1000,OP01,F,0,1,2023,C001002,MAT010006,SO01,ELECTRONICS,32943.64,-15981.91,-2231.0932048119544,-1359.8012353838933,USD,2023-01-09
58,1000,OP01,F,0,1,2023,C001005,MAT010089,SO03,HEALTHCARE,81957.59,-37500.02,-5242.684813200895,-2643.6664638729676,USD,2023-01-12
59,1000,OP01,F,0,1,2023,C001044,MAT010165,SO03,INDUSTRIAL,10431.97,-4737.19,-794.5702409799036,-573.0064227638844,USD,2023-01-10
60,1000,OP01,F,0,1,2023,C001011,MAT010066,SO02,AUTOMOTIVE,3886.02,-2543.35,-374.6241215341529,-310.01060956161894,USD,2023-01-09
61,1000,OP01,F,0,1,2023,C001042,MAT010042,SO01,INDUSTRIAL,62587.57,-26482.06,-5740.198377969881,-2374.1139276683657,USD,2023-01-10
62,1000,OP01,F,0,1,2023,C001037,MAT010049,SO03,AUTOMOTIVE,25236.68,-13591.27,-1938.389999569512,-815.0766464296088,USD,2023-01-10
63,1000,OP01,F,0,1,2023,C001013,MAT010106,SO01,HEALTHCARE,110566.08,-46897.95,-5994.977504960368,-4577.870357116374,USD,2023-01-16
64,1000,OP01,F,0,1,2023,C001014,MAT010128,SO03,CONSUMER,91965.82,-52034.56,-6394.213324695159,-3672.271369064512,USD,2023-01-13
65,1000,OP01,F,0,1,2023,C001011,MAT010130,SO03,HEALTHCARE,22616.61,-11086.82,-1670.446486497151,-1199.8773679112655,USD,2023-01-09
66,1000,OP01,F,0,1,2023,C001004,MAT010117,SO01,HEALTHCARE,90201.21,-49302.41,-7961.473474466474,-6361.999328894076,USD,2023-01-12
67,1000,OP01,F,0,1,2023,C001021,MAT010199,SO02,AUTOMOTIVE,22895.9,-14114.5,-1166.3147553823358,-1313.494817759437,USD,2023-01-10
68,1000,OP01,F,0,1,2023,C001019,MAT010024,SO03,AUTOMOTIVE,2741.48,-1273.62,-270.1005355796102,-195.02645177810214,USD,2023-01-09
69,1000,OP01,F,0,1,2023,C001021,MAT010017,SO01,ELECTRONICS,56615.02,-25397.28,-4250.577245627643,-3814.8677504115085,USD,2023-01-17
70,1000,OP01,F,0,1,2023,C001020,MAT010172,SO03,HEALTHCARE,62040.99,-30770.28,-5152.031540973255,-2600.450917242194,USD,2023-01-18
71,1000,OP01,F,0,1,2023,C001016,MAT010169,SO03,CONSUMER,11045.03,-6209.77,-819.3655134854467,-747.4479277741884,USD,2023-01-11
72,1000,OP01,F,0,1,2023,C001026,MAT010067,SO02,INDUSTRIAL,81118.15,-53592.41,-6428.158300390635,-5827.794264575733,USD,2023-01-18
73,1000,OP01,F,0,1,2023,C001041,MAT010113,SO02,AUTOMOTIVE,58549.08,-37870.68,-4491.4637535488655,-1969.6716977563754,USD,2023-01-16
74,1000,OP01,F,0,1,2023,C001004,MAT010011,SO02,AUTOMOTIVE,5967.28,-3355.68,-424.79044800274477,-249.42150550219898,USD,2023-01-09
75,1000,OP01,F,0,1,2023,C001044,MAT010131,SO02,INDUSTRIAL,154516.07,-93100.1,-11713.370904124811,-8728.270058636395,USD,2023-01-13
76,1000,OP01,F,0,1,2023,C001033,MAT010078,SO01,AUTOMOTIVE,173059.59,-98120.48,-12180.24985413046,-9630.152824440931,USD,2023-01-10
77,1000,OP01,F,0,1,2023,C001023,MAT010178,SO01,ELECTRONICS,32111.01,-13825.22,-3122.6736581645964,-2071.0213176729885,USD,2023-01-18
78,1000,OP01,F,0,1,2023,C001004,MAT010161,SO02,AUTOMOTIVE,95361.96,-43198.54,-9370.003554688827,-7146.012096198842,USD,2023-01-12
79,1000,OP01,F,0,1,2023,C001009,MAT010055,SO03,AUTOMOTIVE,36810.15,-16215.23,-3442.819197382929,-2929.050805635122,USD,2023-01-16
80,1000,OP01,F,0,1,2023,C001034,MAT010116,SO03,HEALTHCARE,86636.89,-51355.36,-4656.052063592554,-5505.834868357711,USD,2023-01-16
81,1000,OP01,F,0,1,2023,C001039,MAT010120,SO03,HEALTHCARE,98197.04,-62965.4,-7064.5032606460245,-6990.456156138951,USD,2023-01-17
82,1000,OP01,F,0,1,2023,C001002,MAT010026,SO01,ELECTRONICS,38699.75,-25936.08,-2490.690596324506,-1986.8725263434396,USD,2023-01-17
